QALLP,Age,MDCP Social Marital Status,QALFP - 4 Digit Level,Labour Force Status,No children,1,2,3,4,5,6,7,8,Not applicible,Total
Diploma,42,Not married,Electrical and Electronic Engineering and Technology,EmployedPT,2,6,9,4,1,2,0,4,7,32,67
Diploma,43,Not married,Complementary Therapies,EmployedFT,0,4,9,8,7,1,1,5,8,39,82
Diploma,44,Not married,Computer Science,EmployedAway,1,5,3,5,4,7,8,7,1,37,78
Diploma,45,Not married,Office Studies,NILF,0,5,4,3,7,6,6,6,3,36,76
Diploma,46,Not married,"Creative Arts, nfd",NILF,0,5,8,5,1,2,1,9,6,33,70
Diploma,47,Not married,Performing Arts,NILF,1,6,2,7,2,2,6,7,8,37,78
Diploma,48,Not married,Agriculture,EmployedAway,1,0,6,8,6,4,5,10,6,41,87
Diploma,49,Not married,Communication and Media Studies,NILF,1,6,0,6,2,10,1,10,4,36,76
Diploma,50,Not married,"Health, nfd",EmployedPT,1,2,4,0,7,5,7,0,6,29,61
Diploma,51,Not married,Office Studies,EmployedPT,0,6,0,9,6,3,9,3,0,32,68
Diploma,52,Not married,Earth Sciences,NILF,1,7,8,7,1,7,3,6,0,36,76
Diploma,53,Not married,Maritime Engineering and Technology,EmployedAway,1,1,2,5,4,8,7,9,10,42,89
Diploma,54,Not married,Studies in Human Society,EmployedPT,0,1,3,9,1,9,1,1,0,23,48
Diploma,55,Not married,Communication and Media Studies,EmployedFT,1,2,0,9,8,3,9,8,1,37,78
Diploma,56,Not married,Complementary Therapies,EmployedAway,0,7,10,0,4,5,8,8,3,41,86
Diploma,57,Not married,Graphic and Design Studies,EmployedAway,0,2,5,10,6,3,9,3,9,42,89
Diploma,58,Not married,Geomatic Engineering,NILF,1,6,5,8,5,2,2,10,3,38,80
Diploma,59,Not married,"Banking, Finance and Related Fields",EmployedAway,1,9,5,5,8,5,1,2,8,40,84
Diploma,60,Not married,Mechanical and Industrial Engineering and Technology,EmployedFT,0,2,6,8,1,4,2,3,7,30,63
Diploma,61,Not married,Political Science and Policy Studies,Unemployed,1,4,6,1,7,3,0,7,2,28,59
Diploma,62,Not married,Nursing,EmployedPT,0,6,10,3,2,7,10,8,3,44,93
Diploma,63,Not married,Other Education,Unemployed,1,8,0,2,4,8,9,3,1,32,68
Diploma,64,Not married,Law,EmployedPT,1,7,7,0,4,5,8,7,4,39,82
Diploma,65,Not married,Language and Literature,EmployedAway,1,0,0,8,3,8,6,8,1,32,67
Diploma,66,Not married,Performing Arts,EmployedFT,1,1,7,2,7,5,2,0,2,24,51
Diploma,67,Not married,Information Systems,EmployedAway,1,4,6,8,9,3,5,0,1,33,70
Diploma,68,Not married,"Natural and Physical Sciences, nfd",EmployedAway,1,4,4,2,8,6,3,4,8,36,76
Diploma,69,Not married,Optical Science,Unemployed,0,2,5,9,3,7,7,5,9,42,89
Diploma,70,Not married,Rehabilitation Therapies,NILF,0,8,1,3,6,4,6,6,7,37,78
Diploma,71,Not married,"Natural and Physical Sciences, nfd",EmployedFT,1,7,1,8,6,2,1,1,3,27,57
Diploma,72,Not married,"Banking, Finance and Related Fields",EmployedAway,1,7,2,6,4,4,0,7,1,29,61
Diploma,73,Not married,Optical Science,EmployedFT,0,6,8,1,5,2,8,6,9,41,86
Diploma,74,Not married,Radiography,EmployedFT,1,1,4,4,5,6,5,9,5,36,76
Diploma,75,Not married,"Banking, Finance and Related Fields",EmployedAway,1,6,7,9,1,8,1,10,2,41,86
Diploma,76,Not married,Optical Science,Unemployed,0,5,3,4,7,6,6,10,6,42,89
Diploma,77,Not married,Computer Science,EmployedAway,1,4,9,10,2,6,2,7,1,38,80
Diploma,78,Not married,Accounting,EmployedPT,1,0,9,9,9,3,10,1,7,44,93
Diploma,79,Not married,Geomatic Engineering,Unemployed,0,8,5,6,1,6,5,5,3,35,74
Diploma,80,Not married,Earth Sciences,NILF,0,10,7,0,8,7,8,2,3,41,86
Diploma,81,Not married,Language and Literature,EmployedPT,1,1,1,2,3,5,9,8,9,35,74
Diploma,82,Not married,"Banking, Finance and Related Fields",Unemployed,1,5,1,6,4,5,6,4,3,32,67
Diploma,83,Not married,Dental Studies,EmployedPT,0,3,2,7,9,4,1,6,9,37,78
Diploma,84,Not married,Mechanical and Industrial Engineering and Technology,EmployedAway,0,5,9,4,1,8,5,6,4,38,80
Diploma,85,Not married,Sales and Marketing,NILF,0,9,6,6,2,2,8,8,5,41,87
Diploma,86,Not married,Automotive Engineering and Technology,Unemployed,1,10,6,8,9,1,6,9,1,46,97
Diploma,87,Not married,Chemical Sciences,NILF,1,4,5,1,6,3,8,5,3,32,68
Diploma,88,Not married,Graphic and Design Studies,Unemployed,0,0,6,2,5,6,6,5,7,33,70
Diploma,89,Not married,"Banking, Finance and Related Fields",NILF,1,4,0,7,7,3,5,3,10,36,76
Diploma,90,Not married,Law,EmployedAway,1,6,7,8,8,4,8,6,4,47,99
Diploma,91,Not married,Architecture,EmployedPT,1,2,3,8,5,7,9,4,4,39,82
Diploma,92,Not married,Sales and Marketing,EmployedFT,0,1,2,6,10,0,10,7,4,36,76
Diploma,93,Not married,Optical Science,Unemployed,1,7,3,7,9,6,9,3,2,42,89
Diploma,94,Not married,Field of study not stated,NILF,0,6,1,1,1,7,3,7,3,26,55
Diploma,95,Not married,Information Systems,EmployedFT,1,6,3,9,4,10,9,6,5,48,101
Diploma,96,Not married,Accounting,EmployedAway,0,5,5,6,6,5,7,7,3,40,84
Diploma,97,Not married,Business and Management,Unemployed,0,7,6,3,5,6,4,5,2,34,72
Diploma,98,Not married,Rehabilitation Therapies,EmployedPT,0,3,4,8,3,6,8,1,3,32,68
Diploma,99,Not married,"Education, nfd",NILF,1,5,10,9,9,1,2,8,9,49,103
Diploma,100,Not married,Business and Management,EmployedFT,0,8,10,4,5,8,1,2,7,41,86
Diploma,101,Not married,Studies in Human Society,EmployedAway,1,10,4,5,8,1,10,4,2,41,86
Diploma,102,Not married,"Engineering and Related Technologies, nfd",Unemployed,1,9,1,8,5,9,1,1,3,34,72
Diploma,103,Not married,Medical Studies,NILF,0,4,3,2,0,3,3,2,9,23,49
Diploma,104,Not married,Automotive Engineering and Technology,EmployedFT,1,9,7,9,8,9,2,0,1,41,87
Diploma,105,Not married,"Management and Commerce, nfd",EmployedPT,1,1,0,6,5,7,5,0,9,31,65
Bachelor,0,Not married,Philosophy and Religious Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,Biological Sciences,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Medical Studies,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,"Education, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Computer Science,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Other Information Technology,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Agriculture,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,Optical Science,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,8,Not married,Visual Arts and Crafts,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,9,Not married,Political Science and Policy Studies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,10,Not married,Rehabilitation Therapies,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,11,Not married,Architecture,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,12,Not married,Complementary Therapies,NILF,0,0,0,0,0,0,0,0,0,0,0
Bachelor,13,Not married,"Management and Commerce, nfd",EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,14,Not married,Geomatic Engineering,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,15,Not married,Medical Studies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,16,Not married,Veterinary Studies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,17,Not married,Chemical Sciences,EmployedPT,1,8,2,7,8,1,3,1,4,32,67
Bachelor,18,Not married,Sales and Marketing,NILF,3,7,9,6,2,9,8,1,9,49,103
Bachelor,19,Not married,"Management and Commerce, nfd",NILF,1,6,3,0,1,7,4,7,4,30,63
Bachelor,20,Not married,"Information Technology, nfd",EmployedFT,2,8,5,6,9,6,9,8,8,55,116
Bachelor,21,Not married,Optical Science,NILF,2,8,10,6,6,4,7,8,6,51,108
Bachelor,22,Not married,Accounting,Unemployed,3,4,5,5,7,10,9,7,5,50,105
Bachelor,23,Not married,Nursing,Unemployed,1,2,1,6,7,4,1,3,7,29,61
Bachelor,24,Not married,"Education, nfd",NILF,1,10,1,4,2,4,6,4,5,33,70
Bachelor,25,Not married,"Engineering and Related Technologies, nfd",EmployedFT,2,5,8,8,8,5,7,8,4,50,105
Bachelor,26,Not married,Biological Sciences,EmployedFT,2,2,9,2,6,8,0,1,2,29,61
Bachelor,27,Not married,Agriculture,EmployedAway,2,0,5,3,1,8,8,4,9,36,76
Bachelor,28,Not married,Mechanical and Industrial Engineering and Technology,NILF,0,2,1,8,7,0,3,3,2,23,49
Bachelor,29,Not married,Business and Management,Unemployed,2,5,9,10,0,3,7,9,9,49,103
Bachelor,30,Not married,Other Engineering and Related Technologies,Unemployed,0,7,3,8,10,6,6,4,5,44,93
Bachelor,31,Not married,Other Natural and Physical Sciences,EmployedFT,1,7,7,0,2,2,2,6,10,33,70
Bachelor,32,Not married,Other Health,EmployedFT,2,2,7,5,8,7,2,0,4,33,70
Bachelor,33,Not married,Agriculture,Unemployed,3,9,6,4,6,8,7,7,7,51,108
Bachelor,34,Not married,Office Studies,EmployedFT,2,4,0,6,4,9,2,8,7,38,80
Bachelor,35,Not married,Veterinary Studies,EmployedPT,1,5,10,6,8,8,3,3,4,43,91
Bachelor,36,Not married,Radiography,EmployedFT,1,5,7,6,9,8,0,2,1,35,74
Bachelor,37,Not married,Other Natural and Physical Sciences,NILF,2,8,0,9,4,5,1,3,5,33,70
Bachelor,38,Not married,Mechanical and Industrial Engineering and Technology,EmployedFT,1,4,6,8,4,6,3,1,5,34,72
Bachelor,39,Not married,Optical Science,Unemployed,1,3,0,7,2,9,2,7,6,33,70
Bachelor,40,Not married,Earth Sciences,EmployedPT,1,1,2,9,9,0,5,6,3,32,68
Bachelor,41,Not married,Other Information Technology,EmployedFT,0,2,7,4,8,0,2,10,7,36,76
Bachelor,42,Not married,Electrical and Electronic Engineering and Technology,Unemployed,2,1,4,7,7,5,9,9,8,47,99
Bachelor,43,Not married,Business and Management,EmployedPT,1,8,7,0,9,8,5,10,8,50,106
Bachelor,44,Not married,Automotive Engineering and Technology,EmployedFT,1,2,1,1,1,4,6,2,3,19,40
Bachelor,45,Not married,Rehabilitation Therapies,EmployedFT,0,8,5,5,6,3,0,4,6,33,70
Bachelor,46,Not married,Graphic and Design Studies,EmployedPT,1,5,2,5,2,5,2,4,9,32,67
Bachelor,47,Not married,Architecture,EmployedPT,2,2,8,5,7,1,8,7,0,36,76
Bachelor,48,Not married,Other Creative Arts,Unemployed,1,9,10,9,6,8,2,4,10,53,112
Bachelor,49,Not married,Communication and Media Studies,EmployedFT,1,4,9,5,2,5,9,8,5,43,91
Bachelor,50,Not married,Medical Studies,EmployedFT,2,1,7,4,0,1,3,7,10,32,67
Bachelor,51,Not married,Chemical Sciences,EmployedAway,0,10,8,3,6,7,5,2,10,46,97
Bachelor,52,Not married,Agriculture,EmployedAway,1,10,5,4,9,7,8,1,3,43,91
Bachelor,53,Not married,Civil Engineering,Unemployed,0,6,3,2,4,3,1,1,7,24,51
Bachelor,54,Not married,Earth Sciences,Unemployed,0,2,2,7,0,1,9,4,2,24,51
Bachelor,55,Not married,Other Management and Commerce,Unemployed,1,7,3,6,4,6,4,2,6,35,74
Bachelor,56,Not married,Other Education,NILF,1,8,7,1,7,3,6,1,1,32,67
Bachelor,57,Not married,Physics and Astronomy,EmployedPT,0,2,5,5,8,1,3,8,2,31,65
Bachelor,58,Not married,"Health, nfd",EmployedAway,1,4,8,2,8,1,7,7,6,40,84
Bachelor,59,Not married,Biological Sciences,EmployedFT,1,6,7,3,0,1,6,6,0,27,57
Bachelor,60,Not married,Other Management and Commerce,Unemployed,1,1,1,1,4,9,4,6,2,26,55
Bachelor,61,Not married,Law,Unemployed,0,8,3,4,9,0,2,8,8,38,80
Bachelor,62,Not married,Computer Science,EmployedAway,1,3,5,2,8,4,3,6,3,32,67
Bachelor,63,Not married,Accounting,EmployedAway,1,7,4,4,10,2,4,2,8,38,80
Bachelor,64,Not married,Law,EmployedPT,1,8,5,3,4,3,3,5,5,33,70
Bachelor,65,Not married,Performing Arts,EmployedAway,0,4,6,2,3,5,1,7,3,28,59
Bachelor,66,Not married,Physics and Astronomy,EmployedAway,1,8,6,7,3,8,0,2,1,32,68
Bachelor,67,Not married,Accounting,EmployedPT,1,1,2,9,7,4,2,9,8,39,82
Bachelor,68,Not married,Visual Arts and Crafts,NILF,1,8,2,0,10,5,5,0,2,30,63
Bachelor,69,Not married,Complementary Therapies,NILF,0,9,10,6,4,2,7,4,5,42,89
Bachelor,70,Not married,Mathematical Sciences,NILF,0,6,8,0,10,1,2,5,7,35,74
Bachelor,71,Not married,Computer Science,Unemployed,0,5,8,2,4,2,5,9,8,39,82
Bachelor,72,Not married,Medical Studies,NILF,1,7,5,4,0,1,9,10,3,36,76
Bachelor,73,Not married,Civil Engineering,EmployedPT,0,4,6,4,6,6,5,9,3,39,82
Bachelor,74,Not married,"Management and Commerce, nfd",EmployedPT,1,7,7,7,6,3,10,8,2,46,97
Bachelor,75,Not married,"Health, nfd",Unemployed,1,9,7,3,9,8,5,5,9,50,106
Bachelor,76,Not married,Not applicable,EmployedAway,1,3,1,8,7,10,8,3,3,40,84
Bachelor,77,Not married,Office Studies,EmployedFT,1,5,10,7,10,8,6,6,8,55,116
Bachelor,78,Not married,Civil Engineering,EmployedPT,1,4,6,1,5,8,3,3,9,36,76
Bachelor,79,Not married,Aerospace Engineering and Technology,Unemployed,1,3,6,2,1,8,6,5,1,30,63
Bachelor,80,Not married,"Health, nfd",NILF,1,7,9,9,1,9,10,1,2,44,93
Bachelor,81,Not married,Mechanical and Industrial Engineering and Technology,NILF,1,4,7,3,2,2,5,0,8,29,61
Bachelor,82,Not married,Not applicable,NILF,0,9,3,1,6,0,8,4,2,30,63
Bachelor,83,Not married,Other Engineering and Related Technologies,Unemployed,0,4,8,0,3,7,7,1,7,33,70
Bachelor,84,Not married,Other Engineering and Related Technologies,EmployedFT,1,5,1,1,7,8,0,4,3,27,57
Bachelor,85,Not married,"Education, nfd",Unemployed,1,10,3,4,1,4,5,1,1,27,57
Bachelor,86,Not married,Performing Arts,EmployedFT,0,5,3,10,5,1,8,0,2,31,65
Bachelor,87,Not married,Graphic and Design Studies,EmployedAway,1,4,8,1,9,1,6,6,9,41,86
Bachelor,88,Not married,Complementary Therapies,Unemployed,0,6,7,5,7,9,8,7,1,45,95
Bachelor,89,Not married,Civil Engineering,EmployedPT,1,2,4,6,7,5,2,8,2,33,70
Bachelor,90,Not married,Performing Arts,EmployedPT,1,2,7,5,2,4,2,4,3,27,57
Bachelor,91,Not married,Process and Resources Engineering,EmployedFT,0,10,0,9,3,4,4,5,6,37,78
Bachelor,92,Not married,Physics and Astronomy,EmployedPT,1,4,4,7,8,9,1,7,0,37,78
Bachelor,93,Not married,Complementary Therapies,EmployedAway,1,4,8,2,3,9,2,7,3,35,74
Bachelor,94,Not married,Visual Arts and Crafts,EmployedFT,0,8,8,6,9,9,5,10,4,53,112
Bachelor,95,Not married,Tourism,EmployedFT,0,9,3,4,10,0,3,2,9,36,76
Bachelor,96,Not married,Mathematical Sciences,EmployedPT,1,10,6,5,3,7,0,5,4,37,78
Bachelor,97,Not married,Architecture,Unemployed,1,8,1,2,6,9,1,4,5,33,70
Bachelor,98,Not married,Mathematical Sciences,NILF,1,4,8,5,2,1,8,3,3,32,67
Bachelor,99,Not married,"Banking, Finance and Related Fields",EmployedAway,1,8,9,8,9,3,7,3,1,44,93
Bachelor,100,Not married,Nursing,EmployedAway,0,6,4,2,3,1,3,2,7,25,53
Bachelor,101,Not married,Other Health,Unemployed,0,10,1,10,2,3,8,6,6,41,87
Bachelor,102,Not married,Teacher Education,EmployedAway,1,1,5,6,2,4,1,7,1,25,53
Bachelor,103,Not married,Geomatic Engineering,NILF,0,4,2,1,7,8,9,0,5,32,68
Bachelor,104,Not married,Tourism,EmployedFT,0,5,6,5,3,8,2,0,0,26,55
Bachelor,105,Not married,Philosophy and Religious Studies,Unemployed,1,7,9,2,4,9,2,8,0,38,80
Diploma,0,Not married,Other Education,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,1,Not married,Other Information Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,2,Not married,Process and Resources Engineering,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,3,Not married,Other Information Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,4,Not married,Public Health,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Diploma,5,Not married,Information Systems,NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,6,Not married,"Natural and Physical Sciences, nfd",EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,7,Not married,Performing Arts,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,8,Not married,Dental Studies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,9,Not married,Chemical Sciences,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,10,Not married,Teacher Education,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,11,Not married,Geomatic Engineering,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Diploma,12,Not married,Aerospace Engineering and Technology,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,13,Not married,Civil Engineering,EmployedPT,0,0,0,0,0,0,0,0,0,0,0
Diploma,14,Not married,Process and Resources Engineering,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,15,Not married,Philosophy and Religious Studies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Diploma,16,Not married,"Creative Arts, nfd",NILF,0,0,0,0,0,0,0,0,0,0,0
Diploma,17,Not married,Language and Literature,EmployedPT,3,5,6,4,0,7,7,1,3,32,68
Diploma,18,Not married,"Management and Commerce, nfd",EmployedFT,1,5,10,0,3,9,2,7,3,36,76
Diploma,19,Not married,Dental Studies,EmployedFT,5,7,8,1,10,3,1,5,7,42,89
Diploma,20,Not married,Other Information Technology,EmployedAway,4,9,3,5,6,3,3,7,5,41,86
Diploma,21,Not married,"Education, nfd",EmployedFT,3,7,1,0,5,0,0,6,4,23,49
Diploma,22,Not married,Communication and Media Studies,EmployedFT,2,8,7,6,8,9,9,10,4,57,120
Diploma,23,Not married,Earth Sciences,EmployedAway,4,8,1,0,4,2,1,7,4,28,59
Diploma,24,Not married,Computer Science,EmployedPT,0,8,5,8,8,4,10,4,6,48,101
Diploma,25,Not married,Other Engineering and Related Technologies,EmployedAway,2,8,7,8,7,2,1,3,5,39,82
Diploma,26,Not married,"Health, nfd",EmployedPT,3,8,4,6,9,1,7,3,3,40,84
Diploma,27,Not married,Pharmacy,EmployedPT,1,2,2,9,9,8,3,8,6,43,91
Diploma,28,Not married,Performing Arts,EmployedAway,3,3,2,4,6,5,4,9,7,39,82
Diploma,29,Not married,Geomatic Engineering,EmployedFT,2,5,9,3,5,8,9,9,8,52,110
Diploma,30,Not married,Mechanical and Industrial Engineering and Technology,NILF,3,7,6,4,9,4,6,10,0,44,93
Diploma,31,Not married,Medical Studies,EmployedAway,1,6,6,2,6,3,0,2,4,27,57
Diploma,32,Not married,Sales and Marketing,EmployedAway,1,9,3,4,5,9,0,2,5,34,72
Diploma,33,Not married,Communication and Media Studies,NILF,2,5,6,3,2,6,2,7,3,32,68
Diploma,34,Not married,Mechanical and Industrial Engineering and Technology,EmployedAway,2,5,6,4,4,3,7,4,4,35,74
Diploma,35,Not married,Mechanical and Industrial Engineering and Technology,EmployedFT,2,8,3,1,2,3,7,1,2,26,55
Diploma,36,Not married,Agriculture,EmployedFT,2,1,0,2,4,2,3,9,9,29,61
Diploma,37,Not married,"Creative Arts, nfd",EmployedAway,0,10,0,1,9,10,9,7,1,42,89
Diploma,38,Not married,Political Science and Policy Studies,EmployedPT,1,7,7,5,6,7,5,10,8,50,106
Diploma,39,Not married,Complementary Therapies,NILF,1,5,9,1,3,3,3,7,9,37,78
Diploma,40,Not married,Earth Sciences,EmployedPT,0,5,8,7,1,6,6,5,9,42,89
Diploma,41,Not married,Rehabilitation Therapies,EmployedAway,2,3,3,3,7,3,0,8,9,34,72
Diploma,42,Not married,"Engineering and Related Technologies, nfd",EmployedAway,1,2,0,3,4,8,6,2,9,32,67
Diploma,43,Not married,Civil Engineering,EmployedFT,1,10,5,6,6,3,7,4,4,41,87
Diploma,44,Not married,Not applicable,EmployedFT,1,9,5,4,5,9,10,3,0,41,87
Diploma,45,Not married,Earth Sciences,Unemployed,0,8,3,10,0,4,9,8,3,41,86
Diploma,46,Not married,Electrical and Electronic Engineering and Technology,NILF,0,2,6,1,8,9,9,3,8,41,87
Diploma,47,Not married,Aerospace Engineering and Technology,EmployedAway,2,6,7,4,3,8,1,6,7,40,84
Diploma,48,Not married,Law,EmployedPT,1,3,7,5,6,1,7,1,1,29,61
Diploma,49,Not married,Information Systems,EmployedAway,2,4,1,7,2,6,2,4,6,31,65
Diploma,50,Not married,Manufacturing Engineering and Technology,NILF,1,6,2,8,5,2,3,2,1,27,57
Diploma,51,Not married,Not applicable,EmployedFT,0,5,8,4,10,4,4,8,2,41,86
Diploma,52,Not married,Business and Management,EmployedFT,1,4,9,6,3,2,10,0,3,34,72
Diploma,53,Not married,Other Natural and Physical Sciences,Unemployed,1,0,5,3,4,10,3,10,0,32,68
Diploma,54,Not married,Pharmacy,NILF,1,6,1,1,3,3,6,3,1,23,48
Diploma,55,Not married,Earth Sciences,Unemployed,1,2,3,3,9,1,4,2,5,27,57
Diploma,56,Not married,"Creative Arts, nfd",EmployedFT,1,8,5,9,9,0,4,4,8,43,91
Diploma,57,Not married,Physics and Astronomy,NILF,0,1,5,6,2,7,0,7,4,29,61
Diploma,58,Not married,Veterinary Studies,EmployedAway,1,7,3,6,2,3,1,8,1,29,61
Diploma,59,Not married,Teacher Education,Unemployed,2,3,9,2,5,7,10,6,5,44,93
Diploma,60,Not married,Performing Arts,EmployedPT,1,5,7,2,5,0,5,1,3,26,55
Diploma,61,Not married,"Creative Arts, nfd",Unemployed,2,9,5,0,9,3,1,9,10,43,91
Diploma,62,Not married,Performing Arts,EmployedAway,1,6,2,1,9,3,3,2,9,32,68
Diploma,63,Not married,Sales and Marketing,NILF,0,4,7,3,6,1,2,2,6,28,59
Diploma,64,Not married,Veterinary Studies,EmployedPT,1,6,7,5,9,7,1,4,10,45,95
Diploma,65,Not married,Mechanical and Industrial Engineering and Technology,EmployedAway,0,4,8,9,10,0,7,9,0,42,89
Diploma,66,Not married,Veterinary Studies,Unemployed,1,2,7,3,2,8,7,2,9,37,78
Diploma,67,Not married,Rehabilitation Therapies,Unemployed,0,10,5,8,10,8,2,5,6,49,103
Diploma,68,Not married,"Information Technology, nfd",EmployedAway,1,1,3,8,4,3,7,7,3,33,70
Diploma,69,Not married,Other Information Technology,EmployedFT,1,5,4,1,9,2,4,4,7,33,70
Diploma,70,Not married,Rehabilitation Therapies,NILF,1,4,6,3,4,4,1,6,4,30,63
Diploma,71,Not married,Not applicable,EmployedAway,1,0,7,10,0,4,2,7,3,31,65
Diploma,72,Not married,"Management and Commerce, nfd",EmployedFT,0,2,3,7,8,5,9,0,10,40,84
Diploma,73,Not married,Curriculum and Education Studies,Unemployed,1,9,7,9,1,9,9,7,1,48,101
Diploma,74,Not married,Communication and Media Studies,EmployedAway,0,0,1,2,7,9,5,8,6,34,72
Diploma,75,Not married,Political Science and Policy Studies,EmployedAway,1,2,3,9,3,8,1,4,7,34,72
Diploma,76,Not married,Office Studies,EmployedPT,0,2,2,4,4,9,7,4,2,31,65
Diploma,77,Not married,Electrical and Electronic Engineering and Technology,Unemployed,1,9,7,5,8,6,6,2,9,48,101
Diploma,78,Not married,"Management and Commerce, nfd",NILF,1,9,6,9,5,6,9,6,0,46,97
Diploma,79,Not married,Tourism,EmployedPT,0,4,6,8,6,1,6,7,6,40,84
Diploma,80,Not married,Other Health,EmployedAway,1,7,9,2,5,0,10,2,6,38,80
Diploma,81,Not married,Sales and Marketing,Unemployed,1,8,4,5,4,10,4,9,4,44,93
Diploma,82,Not married,"Education, nfd",EmployedPT,0,3,9,10,8,4,6,5,5,45,95
Diploma,83,Not married,Optical Science,NILF,0,7,8,8,7,3,10,6,2,46,97
Diploma,84,Not married,Optical Science,EmployedPT,0,6,7,8,10,5,1,9,10,50,106
Diploma,85,Not married,Biological Sciences,EmployedAway,1,1,7,6,9,7,4,1,3,35,74
Diploma,86,Not married,Medical Studies,EmployedPT,1,1,4,6,0,2,6,8,3,28,59
Diploma,87,Not married,Process and Resources Engineering,NILF,0,1,0,5,2,1,9,3,8,26,55
Diploma,88,Not married,Accounting,EmployedAway,1,5,3,3,4,2,9,9,5,37,78
Diploma,89,Not married,Medical Studies,NILF,0,5,1,2,6,4,5,4,5,29,61
Diploma,90,Not married,Office Studies,NILF,1,4,4,6,5,8,8,4,6,41,87
Diploma,91,Not married,Architecture,EmployedPT,1,1,3,0,3,1,3,1,6,17,36
Diploma,92,Not married,Mechanical and Industrial Engineering and Technology,EmployedPT,0,5,9,8,7,2,10,10,5,50,106
Diploma,93,Not married,Other Natural and Physical Sciences,EmployedAway,0,1,3,6,1,5,6,7,5,31,65
Diploma,94,Not married,"Banking, Finance and Related Fields",EmployedAway,0,6,8,8,5,6,3,9,6,46,97
Diploma,95,Not married,"Information Technology, nfd",EmployedAway,0,7,4,0,7,5,8,10,7,43,91
Diploma,96,Not married,Computer Science,EmployedPT,1,1,10,0,5,3,9,4,7,36,76
Diploma,97,Not married,Optical Science,EmployedPT,1,3,2,0,7,6,8,0,9,32,68
Diploma,98,Not married,Graphic and Design Studies,EmployedPT,1,2,1,7,7,3,6,2,1,27,57
Diploma,99,Not married,Other Information Technology,EmployedPT,0,5,4,8,0,8,2,7,5,35,74
Diploma,100,Not married,Complementary Therapies,Unemployed,0,9,4,2,0,5,5,0,6,28,59
Diploma,101,Not married,Aerospace Engineering and Technology,EmployedPT,1,9,0,7,9,9,1,10,7,48,101
Diploma,102,Not married,"Information Technology, nfd",Unemployed,0,2,0,3,2,8,0,1,9,23,48
Diploma,103,Not married,Tourism,EmployedPT,0,5,6,4,4,6,4,6,4,35,74
Diploma,104,Not married,Process and Resources Engineering,Unemployed,1,10,3,10,8,6,5,5,8,50,106
Diploma,105,Not married,"Engineering and Related Technologies, nfd",EmployedFT,1,9,3,2,5,3,10,4,4,37,78
Bachelor,0,Not married,Other Engineering and Related Technologies,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,1,Not married,Sales and Marketing,EmployedAway,0,0,0,0,0,0,0,0,0,0,0
Bachelor,2,Not married,Biological Sciences,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,3,Not married,Radiography,EmployedFT,0,0,0,0,0,0,0,0,0,0,0
Bachelor,4,Not married,Other Information Technology,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,5,Not married,Tourism,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,6,Not married,Teacher Education,Unemployed,0,0,0,0,0,0,0,0,0,0,0
Bachelor,7,Not married,Law,NILF,0,0,0,0,0,0,0,0,0,0,0
