AGEP Age,MDCP Social Marital Status,OCC06P Occupation 06 (ANZSCO),None,One,Two,Three,Four,Five,Six or more,Not applicable,Total
54,Married in a registered marriage,Managers,58,72,253,140,71,24,6,1689,2308
54,Married in a registered marriage,Professionals,40,34,128,60,19,5,3,688,975
54,Married in a registered marriage,Technicians and Trades Workers,11,24,75,36,13,7,3,651,823
54,Married in a registered marriage,Community and Personal Service Workers,15,40,176,94,30,10,4,239,605
54,Married in a registered marriage,Clerical and Administrative Workers,138,189,852,450,138,28,15,792,2595
54,Married in a registered marriage,Sales Workers,34,51,245,142,45,9,3,549,1078
54,Married in a registered marriage,Machinery Operators And Drivers,4,13,55,26,16,3,0,796,910
54,Married in a registered marriage,Labourers,40,59,224,131,44,11,4,620,1126
54,Married in a registered marriage,Inadequately described,0,4,18,7,7,0,0,87,131
54,Married in a registered marriage,Not stated,4,8,12,14,3,0,3,46,78
54,Married in a registered marriage,Not applicable,228,297,937,518,239,72,35,1048,3377
54,Married in a de facto marriage,Managers,9,10,27,13,4,3,0,154,223
54,Married in a de facto marriage,Professionals,13,4,13,3,3,0,0,76,116
54,Married in a de facto marriage,Technicians and Trades Workers,6,3,10,4,0,0,0,65,90
54,Married in a de facto marriage,Community and Personal Service Workers,3,17,13,5,0,3,0,33,66
54,Married in a de facto marriage,Clerical and Administrative Workers,43,25,46,26,8,0,0,88,232
54,Married in a de facto marriage,Sales Workers,18,6,16,7,4,3,0,52,110
54,Married in a de facto marriage,Machinery Operators And Drivers,0,3,8,0,0,0,0,51,61
54,Married in a de facto marriage,Labourers,5,4,11,11,3,0,0,55,89
54,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,11,9
54,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,3,5
54,Married in a de facto marriage,Not applicable,33,31,32,16,3,3,0,108,232
54,Not married,Managers,48,25,53,29,15,4,0,314,480
54,Not married,Professionals,57,19,38,19,3,0,0,198,343
54,Not married,Technicians and Trades Workers,17,12,26,11,7,3,0,164,236
54,Not married,Community and Personal Service Workers,21,24,50,31,4,7,0,113,246
54,Not married,Clerical and Administrative Workers,193,99,199,102,34,3,3,295,922
54,Not married,Sales Workers,33,28,55,39,8,4,0,157,331
54,Not married,Machinery Operators And Drivers,11,10,11,5,0,0,0,298,330
54,Not married,Labourers,39,33,61,38,6,3,8,270,453
54,Not married,Inadequately described,3,3,0,3,0,0,0,30,38
54,Not married,Not stated,5,0,0,0,0,0,0,12,22
54,Not married,Not applicable,215,153,262,135,75,22,12,885,1762
55,Married in a registered marriage,Managers,42,61,247,167,50,15,12,1526,2127
55,Married in a registered marriage,Professionals,28,35,111,69,23,3,7,624,904
55,Married in a registered marriage,Technicians and Trades Workers,17,13,69,40,14,3,0,517,668
55,Married in a registered marriage,Community and Personal Service Workers,11,38,159,101,36,10,3,217,567
55,Married in a registered marriage,Clerical and Administrative Workers,122,151,751,393,116,25,4,686,2260
55,Married in a registered marriage,Sales Workers,43,39,203,124,41,3,0,508,957
55,Married in a registered marriage,Machinery Operators And Drivers,4,16,47,26,11,4,0,698,804
55,Married in a registered marriage,Labourers,36,56,196,103,35,16,10,626,1078
55,Married in a registered marriage,Inadequately described,10,7,18,7,4,0,0,67,108
55,Married in a registered marriage,Not stated,0,3,16,12,0,0,0,42,70
55,Married in a registered marriage,Not applicable,225,293,1072,612,235,68,37,1228,3769
55,Married in a de facto marriage,Managers,13,4,14,6,0,0,0,121,160
55,Married in a de facto marriage,Professionals,12,3,10,7,3,0,0,82,118
55,Married in a de facto marriage,Technicians and Trades Workers,4,5,0,4,0,0,0,65,78
55,Married in a de facto marriage,Community and Personal Service Workers,4,3,11,3,0,0,0,30,54
55,Married in a de facto marriage,Clerical and Administrative Workers,38,11,53,16,4,0,0,74,199
55,Married in a de facto marriage,Sales Workers,15,7,11,14,0,0,0,38,80
55,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,54,59
55,Married in a de facto marriage,Labourers,4,7,8,8,5,0,0,51,80
55,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,3,7
55,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,3
55,Married in a de facto marriage,Not applicable,31,22,34,18,13,3,0,130,258
55,Not married,Managers,43,27,65,31,12,0,4,272,447
55,Not married,Professionals,40,21,44,17,8,0,0,179,314
55,Not married,Technicians and Trades Workers,14,8,24,10,3,0,0,154,208
55,Not married,Community and Personal Service Workers,30,19,46,30,13,0,3,88,234
55,Not married,Clerical and Administrative Workers,168,86,202,103,27,3,0,231,826
55,Not married,Sales Workers,44,34,73,37,4,0,0,137,333
55,Not married,Machinery Operators And Drivers,9,3,7,4,3,0,0,256,283
55,Not married,Labourers,29,26,50,24,19,0,3,228,378
55,Not married,Inadequately described,3,3,10,0,6,0,0,17,42
55,Not married,Not stated,0,0,4,0,3,0,0,13,19
55,Not married,Not applicable,220,166,313,178,71,31,23,895,1895
56,Married in a registered marriage,Managers,48,59,225,132,55,9,4,1416,1946
56,Married in a registered marriage,Professionals,27,35,121,54,19,3,0,582,843
56,Married in a registered marriage,Technicians and Trades Workers,14,11,59,50,13,4,0,562,711
56,Married in a registered marriage,Community and Personal Service Workers,22,37,151,92,40,3,5,219,574
56,Married in a registered marriage,Clerical and Administrative Workers,124,141,678,372,96,20,13,665,2117
56,Married in a registered marriage,Sales Workers,31,52,210,92,33,6,3,514,939
56,Married in a registered marriage,Machinery Operators And Drivers,3,10,50,18,7,0,0,702,793
56,Married in a registered marriage,Labourers,22,52,190,98,43,11,4,568,983
56,Married in a registered marriage,Inadequately described,4,9,8,12,3,0,0,64,104
56,Married in a registered marriage,Not stated,4,0,14,14,0,0,0,23,57
56,Married in a registered marriage,Not applicable,213,289,1073,625,264,64,41,1373,3940
56,Married in a de facto marriage,Managers,11,3,9,6,0,0,0,137,171
56,Married in a de facto marriage,Professionals,6,3,9,3,0,0,0,65,84
56,Married in a de facto marriage,Technicians and Trades Workers,3,5,4,4,0,0,0,44,59
56,Married in a de facto marriage,Community and Personal Service Workers,6,6,5,3,0,0,0,31,56
56,Married in a de facto marriage,Clerical and Administrative Workers,34,18,47,22,5,3,0,60,186
56,Married in a de facto marriage,Sales Workers,4,0,13,6,0,0,0,42,72
56,Married in a de facto marriage,Machinery Operators And Drivers,3,0,3,0,0,0,0,79,90
56,Married in a de facto marriage,Labourers,8,4,13,3,0,0,0,51,74
56,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,3,6
56,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,3
56,Married in a de facto marriage,Not applicable,34,26,45,17,17,3,4,129,272
56,Not married,Managers,26,21,56,28,10,0,0,249,394
56,Not married,Professionals,40,15,36,10,6,0,0,160,276
56,Not married,Technicians and Trades Workers,7,6,23,15,4,0,0,133,189
56,Not married,Community and Personal Service Workers,33,21,40,28,6,4,0,97,240
56,Not married,Clerical and Administrative Workers,146,91,198,88,30,6,0,209,761
56,Not married,Sales Workers,22,32,63,33,14,3,3,117,287
56,Not married,Machinery Operators And Drivers,7,7,15,9,3,0,0,246,290
56,Not married,Labourers,30,22,34,28,13,7,0,199,342
56,Not married,Inadequately described,3,0,4,5,0,0,0,26,37
56,Not married,Not stated,5,0,4,0,0,0,0,9,21
56,Not married,Not applicable,223,184,311,187,81,34,20,929,1973
57,Married in a registered marriage,Managers,35,51,219,133,59,6,7,1399,1912
57,Married in a registered marriage,Professionals,26,16,97,53,17,6,0,533,738
57,Married in a registered marriage,Technicians and Trades Workers,14,12,58,26,12,0,0,471,595
57,Married in a registered marriage,Community and Personal Service Workers,17,29,123,70,38,7,3,177,464
57,Married in a registered marriage,Clerical and Administrative Workers,105,147,606,323,91,30,7,637,1946
57,Married in a registered marriage,Sales Workers,42,40,176,94,32,8,0,450,859
57,Married in a registered marriage,Machinery Operators And Drivers,7,11,41,16,11,3,3,669,762
57,Married in a registered marriage,Labourers,37,62,185,110,29,3,5,549,976
57,Married in a registered marriage,Inadequately described,8,5,15,12,0,0,0,83,120
57,Married in a registered marriage,Not stated,3,0,15,9,3,0,4,31,63
57,Married in a registered marriage,Not applicable,283,285,1151,676,270,88,55,1499,4310
57,Married in a de facto marriage,Managers,12,5,7,3,0,0,0,134,170
57,Married in a de facto marriage,Professionals,9,4,16,3,0,0,0,61,88
57,Married in a de facto marriage,Technicians and Trades Workers,5,5,3,0,0,0,0,41,62
57,Married in a de facto marriage,Community and Personal Service Workers,0,4,4,3,3,0,0,19,30
57,Married in a de facto marriage,Clerical and Administrative Workers,24,18,48,13,5,0,0,50,152
57,Married in a de facto marriage,Sales Workers,9,9,12,6,3,0,0,52,82
57,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,38,41
57,Married in a de facto marriage,Labourers,7,0,7,7,3,0,0,34,55
57,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,9,5
57,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,3,3
57,Married in a de facto marriage,Not applicable,29,27,56,24,9,3,3,126,270
57,Not married,Managers,33,21,56,17,14,3,3,267,409
57,Not married,Professionals,38,19,32,20,4,0,0,170,277
57,Not married,Technicians and Trades Workers,14,15,21,13,3,3,0,118,180
57,Not married,Community and Personal Service Workers,21,21,44,24,6,4,0,65,189
57,Not married,Clerical and Administrative Workers,146,73,178,82,20,4,3,188,711
57,Not married,Sales Workers,36,21,70,38,10,0,0,116,287
57,Not married,Machinery Operators And Drivers,3,3,5,6,0,0,0,220,239
57,Not married,Labourers,22,24,44,33,14,8,3,183,338
57,Not married,Inadequately described,7,0,5,5,0,0,0,29,50
57,Not married,Not stated,3,0,0,3,0,0,0,4,10
57,Not married,Not applicable,233,142,339,194,75,26,20,920,1953
58,Married in a registered marriage,Managers,36,36,185,173,42,22,8,1370,1865
58,Married in a registered marriage,Professionals,21,22,100,65,9,3,3,566,795
58,Married in a registered marriage,Technicians and Trades Workers,7,19,55,28,16,3,0,421,546
58,Married in a registered marriage,Community and Personal Service Workers,10,25,113,74,31,14,6,170,448
58,Married in a registered marriage,Clerical and Administrative Workers,106,139,611,306,102,29,3,601,1901
58,Married in a registered marriage,Sales Workers,24,36,196,87,30,3,0,467,843
58,Married in a registered marriage,Machinery Operators And Drivers,7,14,29,19,7,3,0,651,721
58,Married in a registered marriage,Labourers,29,34,149,99,30,9,12,482,838
58,Married in a registered marriage,Inadequately described,9,5,17,8,4,3,0,66,114
58,Married in a registered marriage,Not stated,0,3,14,9,4,0,5,27,56
58,Married in a registered marriage,Not applicable,304,315,1325,779,308,81,49,1855,5014
58,Married in a de facto marriage,Managers,4,0,5,3,7,0,0,103,125
58,Married in a de facto marriage,Professionals,13,3,5,3,0,0,0,68,93
58,Married in a de facto marriage,Technicians and Trades Workers,6,0,3,0,0,0,0,35,45
58,Married in a de facto marriage,Community and Personal Service Workers,7,7,9,5,3,3,0,28,53
58,Married in a de facto marriage,Clerical and Administrative Workers,18,18,34,17,3,0,0,45,137
58,Married in a de facto marriage,Sales Workers,6,7,12,7,0,0,0,56,87
58,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,48,48
58,Married in a de facto marriage,Labourers,4,3,11,6,0,3,0,42,68
58,Married in a de facto marriage,Inadequately described,0,0,3,0,0,0,0,4,15
58,Married in a de facto marriage,Not stated,0,0,4,0,0,0,0,0,4
58,Married in a de facto marriage,Not applicable,34,22,60,33,11,3,0,154,314
58,Not married,Managers,32,24,51,31,8,0,0,245,385
58,Not married,Professionals,33,19,48,17,4,0,0,147,280
58,Not married,Technicians and Trades Workers,6,7,19,12,0,0,0,128,184
58,Not married,Community and Personal Service Workers,20,18,56,16,15,12,0,66,197
58,Not married,Clerical and Administrative Workers,137,93,199,93,22,10,0,190,751
58,Not married,Sales Workers,31,17,56,28,8,0,0,129,275
58,Not married,Machinery Operators And Drivers,3,4,14,4,3,0,0,222,253
58,Not married,Labourers,25,23,57,32,9,3,7,188,344
58,Not married,Inadequately described,5,3,4,7,0,0,0,13,35
58,Not married,Not stated,0,0,4,0,0,0,0,10,11
58,Not married,Not applicable,239,173,357,233,92,39,26,969,2126
59,Married in a registered marriage,Managers,30,39,189,148,42,7,6,1353,1822
59,Married in a registered marriage,Professionals,22,28,81,51,19,7,0,559,774
59,Married in a registered marriage,Technicians and Trades Workers,6,11,39,21,15,0,0,444,543
59,Married in a registered marriage,Community and Personal Service Workers,13,26,111,61,30,6,3,184,434
59,Married in a registered marriage,Clerical and Administrative Workers,109,118,583,340,116,27,5,646,1940
59,Married in a registered marriage,Sales Workers,32,38,151,91,35,7,3,495,852
59,Married in a registered marriage,Machinery Operators And Drivers,8,5,21,8,3,0,0,626,677
59,Married in a registered marriage,Labourers,31,37,158,87,34,3,5,533,880
59,Married in a registered marriage,Inadequately described,3,12,25,7,3,0,0,78,125
59,Married in a registered marriage,Not stated,0,3,16,8,0,3,0,44,77
59,Married in a registered marriage,Not applicable,330,377,1429,851,322,103,44,2058,5515
59,Married in a de facto marriage,Managers,4,5,12,4,3,0,0,111,141
59,Married in a de facto marriage,Professionals,12,3,8,4,0,0,0,44,65
59,Married in a de facto marriage,Technicians and Trades Workers,3,3,7,0,0,0,0,28,35
59,Married in a de facto marriage,Community and Personal Service Workers,3,3,5,4,0,0,0,21,38
59,Married in a de facto marriage,Clerical and Administrative Workers,11,13,19,15,9,0,0,48,119
59,Married in a de facto marriage,Sales Workers,7,11,7,7,3,0,0,45,71
59,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,48,44
59,Married in a de facto marriage,Labourers,3,0,8,12,3,0,0,28,57
59,Married in a de facto marriage,Inadequately described,0,0,4,0,0,0,0,11,14
59,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,4,4
59,Married in a de facto marriage,Not applicable,36,18,41,33,16,6,0,186,337
59,Not married,Managers,23,22,49,18,10,3,0,259,386
59,Not married,Professionals,31,12,20,17,8,0,0,130,217
59,Not married,Technicians and Trades Workers,9,3,15,7,6,0,0,121,161
59,Not married,Community and Personal Service Workers,22,18,43,27,10,4,0,69,199
59,Not married,Clerical and Administrative Workers,135,66,207,107,23,9,0,178,731
59,Not married,Sales Workers,30,28,58,32,13,4,0,132,292
59,Not married,Machinery Operators And Drivers,10,0,3,0,0,0,0,210,225
59,Not married,Labourers,16,25,56,24,12,3,0,169,301
59,Not married,Inadequately described,3,0,8,3,3,0,0,22,42
59,Not married,Not stated,0,0,3,0,0,0,0,11,15
59,Not married,Not applicable,274,184,373,250,110,44,29,1107,2376
60,Married in a registered marriage,Managers,30,31,155,89,47,12,4,1055,1429
60,Married in a registered marriage,Professionals,9,13,61,33,14,0,4,409,549
60,Married in a registered marriage,Technicians and Trades Workers,9,13,39,21,8,3,0,362,449
60,Married in a registered marriage,Community and Personal Service Workers,6,18,85,35,27,9,3,150,334
60,Married in a registered marriage,Clerical and Administrative Workers,89,98,368,248,87,15,7,470,1379
60,Married in a registered marriage,Sales Workers,16,29,115,60,20,5,3,417,658
60,Married in a registered marriage,Machinery Operators And Drivers,3,3,23,6,0,0,0,474,512
60,Married in a registered marriage,Labourers,17,23,106,65,32,3,3,409,661
60,Married in a registered marriage,Inadequately described,3,0,7,13,8,0,0,48,82
60,Married in a registered marriage,Not stated,0,5,7,11,0,0,0,31,64
60,Married in a registered marriage,Not applicable,263,350,1247,776,285,90,45,2129,5184
60,Married in a de facto marriage,Managers,3,0,4,5,0,0,0,78,93
60,Married in a de facto marriage,Professionals,0,3,0,4,0,0,0,54,65
60,Married in a de facto marriage,Technicians and Trades Workers,0,3,0,3,0,0,0,19,30
60,Married in a de facto marriage,Community and Personal Service Workers,3,3,0,0,3,0,0,8,23
60,Married in a de facto marriage,Clerical and Administrative Workers,14,9,23,6,4,0,0,28,81
60,Married in a de facto marriage,Sales Workers,4,8,12,0,0,0,0,22,48
60,Married in a de facto marriage,Machinery Operators And Drivers,0,0,3,0,0,0,0,41,45
60,Married in a de facto marriage,Labourers,4,0,7,4,0,0,0,22,36
60,Married in a de facto marriage,Inadequately described,0,0,3,0,0,0,0,3,8
60,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,3,5
60,Married in a de facto marriage,Not applicable,28,24,46,31,7,7,0,128,266
60,Not married,Managers,26,12,35,21,5,0,0,185,283
60,Not married,Professionals,15,19,27,14,10,0,5,87,182
60,Not married,Technicians and Trades Workers,8,5,16,9,0,0,0,102,143
60,Not married,Community and Personal Service Workers,24,15,44,28,8,5,3,60,188
60,Not married,Clerical and Administrative Workers,91,53,145,65,30,3,3,126,517
60,Not married,Sales Workers,24,17,32,22,11,3,0,104,211
60,Not married,Machinery Operators And Drivers,4,0,3,3,3,0,0,182,197
60,Not married,Labourers,20,18,34,15,12,3,5,137,243
60,Not married,Inadequately described,0,0,9,3,0,0,0,11,25
60,Not married,Not stated,3,0,3,3,0,0,0,7,22
60,Not married,Not applicable,236,144,394,235,105,33,31,995,2180
61,Married in a registered marriage,Managers,29,28,102,84,35,3,9,874,1160
61,Married in a registered marriage,Professionals,15,13,37,30,13,5,0,343,457
61,Married in a registered marriage,Technicians and Trades Workers,3,10,25,15,3,0,0,286,346
61,Married in a registered marriage,Community and Personal Service Workers,8,17,72,39,16,0,3,106,268
61,Married in a registered marriage,Clerical and Administrative Workers,51,71,333,188,68,16,10,405,1137
61,Married in a registered marriage,Sales Workers,14,21,88,64,20,3,0,377,591
61,Married in a registered marriage,Machinery Operators And Drivers,0,5,12,12,0,0,0,400,432
61,Married in a registered marriage,Labourers,9,22,80,62,15,6,3,377,564
61,Married in a registered marriage,Inadequately described,0,3,13,10,3,0,0,55,79
61,Married in a registered marriage,Not stated,0,0,10,4,3,0,0,17,39
61,Married in a registered marriage,Not applicable,274,303,1155,724,292,102,55,2126,5026
61,Married in a de facto marriage,Managers,0,3,3,3,3,0,0,64,77
61,Married in a de facto marriage,Professionals,3,0,4,3,0,0,0,34,44
61,Married in a de facto marriage,Technicians and Trades Workers,5,0,0,0,0,0,0,25,27
61,Married in a de facto marriage,Community and Personal Service Workers,3,3,4,5,3,0,0,8,26
61,Married in a de facto marriage,Clerical and Administrative Workers,3,7,12,8,3,0,3,25,61
61,Married in a de facto marriage,Sales Workers,3,3,8,3,0,0,0,30,49
61,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,14,18
61,Married in a de facto marriage,Labourers,0,0,3,3,5,0,0,23,37
61,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,4,9
61,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,3
61,Married in a de facto marriage,Not applicable,22,20,47,17,15,7,0,127,252
61,Not married,Managers,20,6,32,21,4,0,0,156,247
61,Not married,Professionals,21,5,25,11,8,0,0,100,164
61,Not married,Technicians and Trades Workers,10,5,8,3,0,0,0,76,106
61,Not married,Community and Personal Service Workers,18,5,31,26,5,0,0,60,156
61,Not married,Clerical and Administrative Workers,83,54,139,75,22,3,3,109,490
61,Not married,Sales Workers,15,20,26,19,10,0,4,92,185
61,Not married,Machinery Operators And Drivers,0,0,5,8,3,0,0,129,144
61,Not married,Labourers,15,10,21,26,6,3,0,133,209
61,Not married,Inadequately described,0,0,3,0,0,0,0,12,17
61,Not married,Not stated,0,0,0,3,0,0,0,3,11
61,Not married,Not applicable,232,144,378,241,99,39,20,977,2129
62,Married in a registered marriage,Managers,11,21,91,78,32,6,3,748,984
62,Married in a registered marriage,Professionals,5,11,54,21,12,0,0,318,430
62,Married in a registered marriage,Technicians and Trades Workers,3,3,25,10,0,3,0,246,292
62,Married in a registered marriage,Community and Personal Service Workers,4,14,53,36,12,7,0,106,239
62,Married in a registered marriage,Clerical and Administrative Workers,43,42,257,132,58,16,3,330,882
62,Married in a registered marriage,Sales Workers,14,14,65,45,16,4,3,279,447
62,Married in a registered marriage,Machinery Operators And Drivers,3,6,14,4,5,0,0,367,398
62,Married in a registered marriage,Labourers,12,24,53,38,27,9,3,320,472
62,Married in a registered marriage,Inadequately described,0,0,7,6,6,0,0,45,61
62,Married in a registered marriage,Not stated,0,3,10,3,0,0,0,27,41
62,Married in a registered marriage,Not applicable,274,281,1180,768,358,101,64,2166,5186
62,Married in a de facto marriage,Managers,4,3,12,3,0,0,0,47,63
62,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,23,22
62,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,3,0,0,0,12,16
62,Married in a de facto marriage,Community and Personal Service Workers,3,0,3,3,0,0,0,10,24
62,Married in a de facto marriage,Clerical and Administrative Workers,11,7,20,7,3,0,0,14,52
62,Married in a de facto marriage,Sales Workers,0,3,4,0,0,0,0,29,37
62,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,21,20
62,Married in a de facto marriage,Labourers,0,0,3,3,0,0,0,17,25
62,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,4,6
62,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
62,Married in a de facto marriage,Not applicable,21,8,39,31,8,3,0,122,235
62,Not married,Managers,13,13,31,17,8,0,0,136,224
62,Not married,Professionals,12,8,17,6,0,0,0,74,125
62,Not married,Technicians and Trades Workers,7,3,7,6,3,0,0,75,93
62,Not married,Community and Personal Service Workers,17,12,25,21,8,5,3,38,126
62,Not married,Clerical and Administrative Workers,80,38,111,53,19,7,0,96,409
62,Not married,Sales Workers,18,12,35,15,5,0,0,70,157
62,Not married,Machinery Operators And Drivers,0,3,3,0,0,0,0,108,115
62,Not married,Labourers,14,9,25,20,4,0,3,88,165
62,Not married,Inadequately described,3,0,0,0,0,0,0,7,17
62,Not married,Not stated,0,0,4,3,0,0,0,11,24
62,Not married,Not applicable,263,165,398,236,126,54,28,906,2170
63,Married in a registered marriage,Managers,17,11,65,52,26,7,0,632,802
63,Married in a registered marriage,Professionals,6,14,31,28,8,0,0,264,354
63,Married in a registered marriage,Technicians and Trades Workers,3,3,4,6,5,0,3,192,225
63,Married in a registered marriage,Community and Personal Service Workers,5,3,24,24,7,5,0,86,153
63,Married in a registered marriage,Clerical and Administrative Workers,38,45,185,118,52,3,6,302,742
63,Married in a registered marriage,Sales Workers,3,25,45,36,14,4,3,245,382
63,Married in a registered marriage,Machinery Operators And Drivers,3,5,7,11,7,0,0,312,345
63,Married in a registered marriage,Labourers,5,16,53,28,16,4,3,240,363
63,Married in a registered marriage,Inadequately described,0,0,8,10,0,0,0,37,56
63,Married in a registered marriage,Not stated,3,0,3,7,0,0,0,27,42
63,Married in a registered marriage,Not applicable,277,267,1108,758,312,110,57,2005,4902
63,Married in a de facto marriage,Managers,3,0,0,3,0,0,0,40,46
63,Married in a de facto marriage,Professionals,3,0,3,0,0,0,0,9,17
63,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,9,14
63,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,6,0,0,0,9,11
63,Married in a de facto marriage,Clerical and Administrative Workers,4,0,3,0,0,0,0,15,31
63,Married in a de facto marriage,Sales Workers,0,0,4,4,4,0,0,21,36
63,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,22,22
63,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,18,23
63,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
63,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,4,4
63,Married in a de facto marriage,Not applicable,21,9,29,24,9,3,5,98,192
63,Not married,Managers,12,4,21,11,6,3,0,106,156
63,Not married,Professionals,9,7,7,14,4,3,0,49,98
63,Not married,Technicians and Trades Workers,7,0,7,3,3,0,0,53,65
63,Not married,Community and Personal Service Workers,8,6,22,13,14,0,0,26,86
63,Not married,Clerical and Administrative Workers,50,28,69,45,17,5,3,61,282
63,Not married,Sales Workers,10,9,26,11,9,3,0,60,114
63,Not married,Machinery Operators And Drivers,0,3,7,3,0,0,0,109,123
63,Not married,Labourers,13,5,14,12,0,0,0,80,117
63,Not married,Inadequately described,4,0,0,0,0,0,0,14,16
63,Not married,Not stated,0,0,0,0,0,0,0,5,10
63,Not married,Not applicable,245,183,389,264,122,42,32,829,2110
64,Married in a registered marriage,Managers,20,14,76,51,23,7,8,552,757
64,Married in a registered marriage,Professionals,5,9,18,21,4,0,0,229,293
64,Married in a registered marriage,Technicians and Trades Workers,0,3,8,0,0,0,0,174,197
64,Married in a registered marriage,Community and Personal Service Workers,5,14,33,17,14,4,3,99,176
64,Married in a registered marriage,Clerical and Administrative Workers,26,40,123,82,39,4,4,220,548
64,Married in a registered marriage,Sales Workers,7,5,49,23,10,3,3,207,299
64,Married in a registered marriage,Machinery Operators And Drivers,0,0,10,3,0,0,0,264,274
64,Married in a registered marriage,Labourers,6,8,22,20,19,3,0,245,326
64,Married in a registered marriage,Inadequately described,0,3,12,3,0,0,0,37,54
64,Married in a registered marriage,Not stated,0,5,3,4,0,0,0,21,39
64,Married in a registered marriage,Not applicable,252,286,1107,765,357,116,73,2144,5106
64,Married in a de facto marriage,Managers,3,0,3,3,0,0,0,24,38
64,Married in a de facto marriage,Professionals,3,0,6,0,0,0,0,14,28
64,Married in a de facto marriage,Technicians and Trades Workers,0,0,3,0,0,0,0,9,17
64,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,3,6
64,Married in a de facto marriage,Clerical and Administrative Workers,8,0,5,0,0,0,0,12,27
64,Married in a de facto marriage,Sales Workers,0,3,0,0,0,0,0,15,25
64,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,11,12
64,Married in a de facto marriage,Labourers,3,0,0,0,0,0,0,9,14
64,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0
64,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0
64,Married in a de facto marriage,Not applicable,19,17,27,16,8,3,3,122,219
64,Not married,Managers,12,3,17,12,4,0,0,103,157
64,Not married,Professionals,10,6,13,9,3,0,0,64,105
64,Not married,Technicians and Trades Workers,3,3,12,0,0,0,0,30,53
64,Not married,Community and Personal Service Workers,6,3,5,12,7,3,0,21,64
64,Not married,Clerical and Administrative Workers,47,25,60,24,10,3,5,61,235
64,Not married,Sales Workers,9,3,19,12,4,3,0,55,107
64,Not married,Machinery Operators And Drivers,0,0,5,3,0,0,0,97,105
64,Not married,Labourers,4,7,22,10,9,0,4,71,126
64,Not married,Inadequately described,0,0,3,0,0,0,0,11,18
64,Not married,Not stated,3,0,3,3,0,0,0,3,12
64,Not married,Not applicable,250,191,408,301,157,49,36,893,2291
65,Married in a registered marriage,Managers,5,3,46,29,21,11,3,378,498
65,Married in a registered marriage,Professionals,3,4,13,10,3,5,0,157,200
65,Married in a registered marriage,Technicians and Trades Workers,3,0,8,6,3,0,0,118,142
65,Married in a registered marriage,Community and Personal Service Workers,0,5,19,11,7,3,0,55,106
65,Married in a registered marriage,Clerical and Administrative Workers,14,20,96,63,33,8,6,166,405
65,Married in a registered marriage,Sales Workers,4,7,32,25,12,4,0,136,220
65,Married in a registered marriage,Machinery Operators And Drivers,0,0,3,4,0,0,0,138,144
65,Married in a registered marriage,Labourers,5,9,20,16,10,3,4,155,216
65,Married in a registered marriage,Inadequately described,0,0,6,0,0,0,0,35,42
65,Married in a registered marriage,Not stated,0,0,0,10,0,0,0,19,32
65,Married in a registered marriage,Not applicable,206,234,979,795,380,121,90,2213,5020
65,Married in a de facto marriage,Managers,3,0,3,0,0,0,0,23,29
65,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,13,16
65,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,8,13
65,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,3,11
65,Married in a de facto marriage,Clerical and Administrative Workers,5,4,3,0,0,0,0,7,21
