AGEP Age in Single Years,MDCP Social Marital Status,OCCP Occupation,No children,1 child,2 children,3 children,4 children,5 children,6 children,7 children,8 children,Not applicable,Total
59,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,6,10
59,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,3,6
59,Married in a de facto marriage,Not applicable,44,26,58,22,4,9,0,0,0,193,356
59,Not married,Managers,31,25,47,17,7,3,0,3,0,229,361
59,Not married,Professionals,35,19,22,21,10,0,0,0,0,140,246
59,Not married,Technicians and Trades Workers,21,9,22,4,0,0,0,0,0,176,233
59,Not married,Community and Personal Service Workers,33,19,51,25,14,5,0,0,0,81,223
59,Not married,Clerical and Administrative Workers,163,81,194,131,34,7,5,0,0,197,813
59,Not married,Sales Workers,29,44,67,35,10,0,0,0,0,154,337
59,Not married,Machinery Operators And Drivers,10,3,4,9,3,0,0,0,0,270,308
59,Not married,Labourers,42,33,51,34,17,3,4,0,0,221,402
59,Not married,Inadequately described,4,7,3,0,0,0,0,0,0,22,38
59,Not married,Not stated,0,3,0,0,0,0,0,0,0,24,31
59,Not married,Not applicable,288,202,357,216,99,35,5,3,3,1237,2452
60,Married in a registered marriage,Managers,29,46,179,102,42,10,6,0,0,1183,1596
60,Married in a registered marriage,Professionals,16,20,74,62,15,4,0,0,0,529,721
60,Married in a registered marriage,Technicians and Trades Workers,9,11,45,23,12,0,4,0,0,501,612
60,Married in a registered marriage,Community and Personal Service Workers,14,30,137,81,20,9,0,0,0,190,487
60,Married in a registered marriage,Clerical and Administrative Workers,99,124,604,362,92,26,4,0,0,599,1922
60,Married in a registered marriage,Sales Workers,22,45,203,98,40,8,0,0,0,423,835
60,Married in a registered marriage,Machinery Operators And Drivers,4,9,25,8,6,0,0,0,0,657,716
60,Married in a registered marriage,Labourers,21,60,144,77,27,13,3,0,0,487,831
60,Married in a registered marriage,Inadequately described,3,4,8,4,0,0,0,0,0,84,111
60,Married in a registered marriage,Not stated,3,6,10,4,4,0,0,0,0,25,49
60,Married in a registered marriage,Not applicable,265,336,1411,809,278,76,33,5,4,2030,5250
60,Married in a de facto marriage,Managers,3,3,12,4,3,0,0,0,0,105,136
60,Married in a de facto marriage,Professionals,8,0,5,3,0,0,0,0,0,65,82
60,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,3,3,0,0,0,0,42,50
60,Married in a de facto marriage,Community and Personal Service Workers,0,4,14,8,3,0,0,0,0,28,59
60,Married in a de facto marriage,Clerical and Administrative Workers,29,20,40,13,5,0,0,0,0,57,164
60,Married in a de facto marriage,Sales Workers,8,9,22,5,3,0,0,0,0,49,94
60,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,75,74
60,Married in a de facto marriage,Labourers,0,3,9,6,0,0,0,0,0,36,56
60,Married in a de facto marriage,Inadequately described,0,0,3,0,0,0,0,0,0,3,5
60,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,6,4
60,Married in a de facto marriage,Not applicable,45,27,41,24,17,6,0,0,0,197,365
60,Not married,Managers,30,28,55,24,8,3,3,0,0,228,379
60,Not married,Professionals,27,35,43,13,3,0,0,0,0,145,262
60,Not married,Technicians and Trades Workers,10,11,14,9,0,0,0,0,0,148,185
60,Not married,Community and Personal Service Workers,24,19,57,27,14,3,0,0,0,69,221
60,Not married,Clerical and Administrative Workers,153,93,199,106,42,3,3,0,0,189,788
60,Not married,Sales Workers,28,35,63,35,7,0,0,0,0,117,290
60,Not married,Machinery Operators And Drivers,4,5,10,10,0,0,0,0,0,263,296
60,Not married,Labourers,27,21,56,35,16,0,6,0,0,185,342
60,Not married,Inadequately described,5,8,3,3,3,0,0,0,0,20,37
60,Not married,Not stated,3,3,3,0,0,0,0,0,0,18,23
60,Not married,Not applicable,313,189,412,263,111,43,14,15,0,1265,2636
61,Married in a registered marriage,Managers,31,36,188,112,32,13,5,0,0,1068,1491
61,Married in a registered marriage,Professionals,14,22,72,44,14,0,0,0,0,443,614
61,Married in a registered marriage,Technicians and Trades Workers,7,19,46,20,13,8,0,0,0,460,562
61,Married in a registered marriage,Community and Personal Service Workers,11,26,120,61,24,10,3,0,0,203,453
61,Married in a registered marriage,Clerical and Administrative Workers,90,115,543,281,76,15,10,3,0,520,1657
61,Married in a registered marriage,Sales Workers,19,40,173,79,27,7,3,0,0,429,772
61,Married in a registered marriage,Machinery Operators And Drivers,3,14,35,14,6,0,0,0,0,601,672
61,Married in a registered marriage,Labourers,17,26,106,70,24,10,3,0,0,467,706
61,Married in a registered marriage,Inadequately described,0,3,15,14,0,0,0,0,0,56,90
61,Married in a registered marriage,Not stated,3,3,10,5,0,0,0,0,0,26,48
61,Married in a registered marriage,Not applicable,298,376,1498,796,306,86,35,11,6,2266,5680
61,Married in a de facto marriage,Managers,6,5,13,6,0,0,0,0,0,89,127
61,Married in a de facto marriage,Professionals,4,0,5,3,0,0,0,0,0,52,68
61,Married in a de facto marriage,Technicians and Trades Workers,3,4,3,0,0,0,0,0,0,39,49
61,Married in a de facto marriage,Community and Personal Service Workers,3,8,8,4,3,0,0,0,0,21,40
61,Married in a de facto marriage,Clerical and Administrative Workers,14,10,27,24,3,0,0,0,0,36,124
61,Married in a de facto marriage,Sales Workers,4,4,8,3,0,4,0,0,0,46,79
61,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,51,53
61,Married in a de facto marriage,Labourers,0,3,10,0,0,0,0,0,0,36,59
61,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,11,8
61,Married in a de facto marriage,Not stated,0,0,0,3,0,0,0,0,0,0,3
61,Married in a de facto marriage,Not applicable,51,26,60,28,11,8,0,0,0,204,379
61,Not married,Managers,24,10,45,19,4,3,0,0,0,197,302
61,Not married,Professionals,26,11,34,17,6,0,0,0,0,136,224
61,Not married,Technicians and Trades Workers,7,21,16,5,0,0,0,0,0,121,175
61,Not married,Community and Personal Service Workers,34,19,45,32,10,9,3,0,0,81,237
61,Not married,Clerical and Administrative Workers,126,93,185,73,26,4,0,0,0,158,682
61,Not married,Sales Workers,18,30,67,25,3,0,0,0,0,133,289
61,Not married,Machinery Operators And Drivers,4,4,6,3,4,3,0,0,0,232,262
61,Not married,Labourers,22,26,45,30,7,3,5,0,3,187,334
61,Not married,Inadequately described,0,3,13,0,0,0,0,0,0,19,37
61,Not married,Not stated,4,0,3,0,4,0,0,0,0,20,24
61,Not married,Not applicable,304,235,467,274,105,45,14,4,3,1218,2671
62,Married in a registered marriage,Managers,22,38,152,71,36,4,0,0,0,966,1295
62,Married in a registered marriage,Professionals,17,18,71,23,10,0,0,0,0,433,573
62,Married in a registered marriage,Technicians and Trades Workers,4,9,40,20,0,0,3,0,0,348,431
62,Married in a registered marriage,Community and Personal Service Workers,6,19,92,60,20,5,3,0,0,141,356
62,Married in a registered marriage,Clerical and Administrative Workers,72,99,477,222,70,19,3,3,0,499,1470
62,Married in a registered marriage,Sales Workers,19,36,110,77,22,5,0,0,0,392,675
62,Married in a registered marriage,Machinery Operators And Drivers,7,9,28,11,9,0,0,0,0,550,611
62,Married in a registered marriage,Labourers,17,32,99,72,27,6,0,0,0,443,691
62,Married in a registered marriage,Inadequately described,0,0,18,8,6,0,0,0,0,51,85
62,Married in a registered marriage,Not stated,0,0,12,9,0,0,0,0,0,25,49
62,Married in a registered marriage,Not applicable,355,399,1605,897,330,98,29,9,10,2478,6207
62,Married in a de facto marriage,Managers,9,7,10,3,0,0,0,0,0,79,108
62,Married in a de facto marriage,Professionals,4,4,6,0,0,0,0,0,0,44,62
62,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,31,37
62,Married in a de facto marriage,Community and Personal Service Workers,3,3,7,0,0,0,0,0,0,15,35
62,Married in a de facto marriage,Clerical and Administrative Workers,13,16,29,10,4,0,0,0,0,35,104
62,Married in a de facto marriage,Sales Workers,3,5,10,5,0,0,0,0,0,45,72
62,Married in a de facto marriage,Machinery Operators And Drivers,0,0,3,0,0,0,0,0,0,36,37
62,Married in a de facto marriage,Labourers,7,0,9,6,0,0,0,0,0,27,49
62,Married in a de facto marriage,Inadequately described,0,0,3,0,0,0,0,0,0,6,5
62,Married in a de facto marriage,Not stated,0,0,3,0,0,0,0,0,0,5,7
62,Married in a de facto marriage,Not applicable,35,31,50,27,12,4,0,0,0,225,395
62,Not married,Managers,33,14,38,23,10,0,0,0,0,186,304
62,Not married,Professionals,32,12,37,17,3,0,0,0,0,119,225
62,Not married,Technicians and Trades Workers,10,3,24,7,4,0,0,0,0,112,163
62,Not married,Community and Personal Service Workers,15,15,39,28,15,0,0,0,0,75,194
62,Not married,Clerical and Administrative Workers,119,74,174,65,27,3,3,0,0,151,621
62,Not married,Sales Workers,21,26,44,30,15,0,0,0,0,118,254
62,Not married,Machinery Operators And Drivers,3,4,14,0,0,0,0,0,0,243,265
62,Not married,Labourers,21,22,40,29,13,4,0,0,0,147,282
62,Not married,Inadequately described,6,7,4,0,0,0,0,0,0,20,36
62,Not married,Not stated,3,0,0,0,0,0,0,0,0,12,14
62,Not married,Not applicable,339,231,502,316,121,37,17,4,4,1279,2840
63,Married in a registered marriage,Managers,27,19,111,96,25,13,0,0,0,944,1235
63,Married in a registered marriage,Professionals,13,25,55,31,13,3,0,0,0,391,533
63,Married in a registered marriage,Technicians and Trades Workers,6,5,40,23,6,0,0,0,0,333,417
63,Married in a registered marriage,Community and Personal Service Workers,10,17,92,42,28,5,3,0,0,147,341
63,Married in a registered marriage,Clerical and Administrative Workers,71,102,423,203,76,14,6,3,0,432,1329
63,Married in a registered marriage,Sales Workers,20,29,135,74,20,9,4,0,0,408,696
63,Married in a registered marriage,Machinery Operators And Drivers,0,3,21,12,0,0,0,0,0,535,577
63,Married in a registered marriage,Labourers,20,20,89,66,24,5,0,0,0,408,631
63,Married in a registered marriage,Inadequately described,0,5,12,9,5,0,0,0,0,65,91
63,Married in a registered marriage,Not stated,0,6,0,11,0,0,0,0,0,28,47
63,Married in a registered marriage,Not applicable,343,425,1715,955,337,109,32,16,7,2940,6875
63,Married in a de facto marriage,Managers,3,3,10,8,0,0,0,0,0,73,95
63,Married in a de facto marriage,Professionals,8,0,3,0,3,0,0,0,0,32,48
63,Married in a de facto marriage,Technicians and Trades Workers,3,0,0,3,0,0,0,0,0,34,41
63,Married in a de facto marriage,Community and Personal Service Workers,3,0,3,0,3,0,0,0,0,12,28
63,Married in a de facto marriage,Clerical and Administrative Workers,13,7,28,6,0,0,0,0,0,22,85
63,Married in a de facto marriage,Sales Workers,3,0,3,11,0,0,0,0,0,34,47
63,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,50,54
63,Married in a de facto marriage,Labourers,5,3,4,3,0,0,0,0,0,26,39
63,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,3,6
63,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,3
63,Married in a de facto marriage,Not applicable,48,26,57,38,9,5,3,0,0,210,401
63,Not married,Managers,21,13,43,23,3,3,0,0,0,183,298
63,Not married,Professionals,19,24,42,11,9,0,0,0,0,105,201
63,Not married,Technicians and Trades Workers,4,13,17,10,3,0,0,0,0,105,163
63,Not married,Community and Personal Service Workers,15,16,41,22,16,6,0,0,0,56,170
63,Not married,Clerical and Administrative Workers,112,89,166,90,23,8,3,0,0,147,636
63,Not married,Sales Workers,32,20,54,25,11,3,0,0,0,109,248
63,Not married,Machinery Operators And Drivers,3,3,6,4,3,0,0,0,0,205,221
63,Not married,Labourers,14,19,36,20,11,3,0,0,0,136,235
63,Not married,Inadequately described,4,7,3,3,0,0,0,0,0,20,35
63,Not married,Not stated,0,0,0,3,0,0,0,0,0,16,24
63,Not married,Not applicable,338,255,579,325,133,49,16,3,4,1323,3040
64,Married in a registered marriage,Managers,14,27,124,89,35,4,8,0,0,964,1270
64,Married in a registered marriage,Professionals,7,13,39,25,14,3,0,0,0,370,469
64,Married in a registered marriage,Technicians and Trades Workers,3,9,24,18,4,0,0,0,0,312,364
64,Married in a registered marriage,Community and Personal Service Workers,8,8,67,40,7,3,0,0,0,169,310
64,Married in a registered marriage,Clerical and Administrative Workers,71,72,352,202,65,18,8,0,0,437,1224
64,Married in a registered marriage,Sales Workers,22,22,83,59,22,4,0,0,0,384,595
64,Married in a registered marriage,Machinery Operators And Drivers,4,4,20,9,0,3,0,0,0,482,518
64,Married in a registered marriage,Labourers,11,18,64,52,14,5,0,0,0,391,561
64,Married in a registered marriage,Inadequately described,7,7,6,3,7,0,0,0,0,58,91
64,Married in a registered marriage,Not stated,3,0,11,0,3,0,0,0,0,32,49
64,Married in a registered marriage,Not applicable,391,472,1844,1098,398,114,36,12,8,3254,7621
64,Married in a de facto marriage,Managers,5,3,9,3,0,0,0,0,0,69,94
64,Married in a de facto marriage,Professionals,7,0,3,0,0,0,0,0,0,39,48
64,Married in a de facto marriage,Technicians and Trades Workers,3,0,4,0,0,0,0,0,0,15,24
64,Married in a de facto marriage,Community and Personal Service Workers,4,0,5,6,0,0,0,0,0,11,30
64,Married in a de facto marriage,Clerical and Administrative Workers,11,7,16,12,6,0,0,0,0,36,90
64,Married in a de facto marriage,Sales Workers,3,3,0,0,0,0,0,0,0,43,53
64,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,24,29
64,Married in a de facto marriage,Labourers,0,0,3,6,0,0,0,0,0,28,37
64,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,3,7
64,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,3
64,Married in a de facto marriage,Not applicable,52,32,60,39,8,0,0,0,0,259,460
64,Not married,Managers,13,12,31,13,3,0,0,0,0,197,276
64,Not married,Professionals,25,11,15,6,8,0,0,0,0,84,152
64,Not married,Technicians and Trades Workers,7,7,9,7,0,0,0,0,0,91,121
64,Not married,Community and Personal Service Workers,11,20,35,19,15,0,0,0,0,69,169
64,Not married,Clerical and Administrative Workers,102,64,151,92,16,3,0,0,0,140,564
64,Not married,Sales Workers,24,15,32,33,12,0,0,0,0,105,220
64,Not married,Machinery Operators And Drivers,3,0,3,7,0,0,0,0,0,164,178
64,Not married,Labourers,18,12,29,32,11,4,0,0,0,114,219
64,Not married,Inadequately described,0,3,5,0,0,0,0,0,0,20,31
64,Not married,Not stated,0,0,0,0,0,0,0,0,0,18,22
64,Not married,Not applicable,395,273,686,363,159,76,17,16,3,1456,3449
65,Married in a registered marriage,Managers,4,21,69,43,30,14,0,3,0,655,847
65,Married in a registered marriage,Professionals,8,12,26,18,6,5,0,0,0,282,355
65,Married in a registered marriage,Technicians and Trades Workers,4,7,18,10,0,0,0,0,0,226,267
65,Married in a registered marriage,Community and Personal Service Workers,0,20,40,28,11,3,0,0,0,95,200
65,Married in a registered marriage,Clerical and Administrative Workers,36,59,222,126,49,7,3,0,0,289,797
65,Married in a registered marriage,Sales Workers,13,22,61,33,16,0,0,0,0,269,412
65,Married in a registered marriage,Machinery Operators And Drivers,0,3,10,3,3,0,0,0,0,324,347
65,Married in a registered marriage,Labourers,6,15,63,34,20,5,0,0,0,290,440
65,Married in a registered marriage,Inadequately described,0,3,13,0,0,0,0,0,0,43,60
65,Married in a registered marriage,Not stated,0,3,7,4,0,0,0,0,0,17,37
65,Married in a registered marriage,Not applicable,326,388,1605,954,350,109,32,15,4,3178,6961
65,Married in a de facto marriage,Managers,4,0,3,0,0,0,0,0,0,47,58
65,Married in a de facto marriage,Professionals,3,4,3,3,0,0,0,0,0,32,47
65,Married in a de facto marriage,Technicians and Trades Workers,3,0,0,3,0,0,0,0,0,10,15
65,Married in a de facto marriage,Community and Personal Service Workers,3,0,4,3,3,0,0,0,0,3,14
65,Married in a de facto marriage,Clerical and Administrative Workers,7,4,9,7,0,0,0,0,0,11,41
65,Married in a de facto marriage,Sales Workers,3,4,3,0,0,0,0,0,0,22,27
65,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,22,26
65,Married in a de facto marriage,Labourers,0,0,3,0,0,0,0,0,0,15,20
65,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,11,10
65,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
65,Married in a de facto marriage,Not applicable,35,29,53,22,8,0,4,0,0,203,362
65,Not married,Managers,12,4,18,13,10,0,0,0,0,137,195
65,Not married,Professionals,19,7,23,16,0,0,3,0,0,60,132
65,Not married,Technicians and Trades Workers,3,3,10,4,4,0,0,0,0,67,89
65,Not married,Community and Personal Service Workers,8,13,26,20,5,0,0,0,0,41,115
65,Not married,Clerical and Administrative Workers,57,37,103,43,22,5,0,0,0,89,352
65,Not married,Sales Workers,13,17,38,20,3,0,0,0,0,78,171
65,Not married,Machinery Operators And Drivers,0,0,3,3,3,0,0,0,0,135,143
65,Not married,Labourers,21,5,21,20,6,8,0,0,0,88,169
65,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,11,14
65,Not married,Not stated,0,0,3,0,0,0,0,0,0,7,18
65,Not married,Not applicable,364,240,573,341,168,56,21,20,3,1304,3091
66,Married in a registered marriage,Managers,11,11,74,64,16,4,3,0,0,525,710
66,Married in a registered marriage,Professionals,4,5,35,20,3,7,0,0,0,223,302
66,Married in a registered marriage,Technicians and Trades Workers,3,3,8,0,3,0,0,0,0,148,170
66,Married in a registered marriage,Community and Personal Service Workers,5,13,28,19,9,0,0,0,0,83,164
66,Married in a registered marriage,Clerical and Administrative Workers,30,52,170,94,35,8,3,0,0,257,654
66,Married in a registered marriage,Sales Workers,6,8,42,35,8,0,0,0,0,236,333
66,Married in a registered marriage,Machinery Operators And Drivers,0,0,3,3,3,0,0,0,0,239,247
66,Married in a registered marriage,Labourers,9,5,36,23,10,0,0,0,0,201,275
66,Married in a registered marriage,Inadequately described,0,0,4,3,0,0,0,0,0,34,40
66,Married in a registered marriage,Not stated,4,0,3,4,0,0,0,0,0,19,28
66,Married in a registered marriage,Not applicable,305,350,1510,878,322,100,49,14,6,3178,6716
66,Married in a de facto marriage,Managers,0,3,3,0,0,0,0,0,0,42,49
66,Married in a de facto marriage,Professionals,0,0,0,0,0,0,0,0,0,22,30
66,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,7,9
66,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,9,11
66,Married in a de facto marriage,Clerical and Administrative Workers,7,8,3,3,5,0,0,0,0,15,29
66,Married in a de facto marriage,Sales Workers,0,0,3,0,0,0,0,0,0,31,33
66,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,12,12
66,Married in a de facto marriage,Labourers,0,0,3,3,3,0,0,0,0,15,27
66,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,3,6
66,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,3
66,Married in a de facto marriage,Not applicable,28,18,54,30,10,3,0,0,0,178,327
66,Not married,Managers,10,9,15,16,6,0,0,0,0,102,163
66,Not married,Professionals,3,9,25,5,6,0,0,0,0,55,108
66,Not married,Technicians and Trades Workers,5,0,4,3,0,0,0,0,0,55,74
66,Not married,Community and Personal Service Workers,8,7,24,15,3,0,3,0,0,36,98
66,Not married,Clerical and Administrative Workers,59,33,72,43,14,6,4,0,0,75,302
66,Not married,Sales Workers,13,9,19,11,10,3,0,0,0,56,114
66,Not married,Machinery Operators And Drivers,3,0,3,3,0,0,0,0,0,88,94
66,Not married,Labourers,12,4,15,12,4,4,0,0,0,71,126
66,Not married,Inadequately described,0,3,8,0,0,0,0,0,0,11,19
66,Not married,Not stated,0,0,5,0,3,0,0,0,0,8,16
66,Not married,Not applicable,365,249,638,378,161,69,19,7,3,1437,3315
67,Married in a registered marriage,Managers,6,12,50,37,18,3,0,0,0,471,605
67,Married in a registered marriage,Professionals,4,0,22,12,8,0,0,0,0,188,229
67,Married in a registered marriage,Technicians and Trades Workers,0,3,4,6,0,0,0,0,0,131,150
67,Married in a registered marriage,Community and Personal Service Workers,3,3,21,8,3,0,0,0,0,68,114
67,Married in a registered marriage,Clerical and Administrative Workers,23,26,116,78,37,11,3,0,3,175,463
67,Married in a registered marriage,Sales Workers,9,9,35,23,9,0,0,0,0,169,254
67,Married in a registered marriage,Machinery Operators And Drivers,4,3,5,0,0,0,0,0,0,183,194
67,Married in a registered marriage,Labourers,7,7,23,14,11,0,0,0,0,175,235
67,Married in a registered marriage,Inadequately described,0,0,4,7,3,0,0,0,0,28,42
67,Married in a registered marriage,Not stated,0,0,3,4,3,0,0,0,0,15,27
67,Married in a registered marriage,Not applicable,307,298,1396,853,372,114,31,16,3,3138,6528
67,Married in a de facto marriage,Managers,0,7,0,0,0,0,0,0,0,22,30
67,Married in a de facto marriage,Professionals,0,0,3,3,0,0,0,0,0,23,30
67,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,4,9
67,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,3,8
67,Married in a de facto marriage,Clerical and Administrative Workers,7,0,4,3,0,0,0,0,0,11,30
67,Married in a de facto marriage,Sales Workers,3,0,3,0,3,0,0,0,0,15,24
67,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,10,16
67,Married in a de facto marriage,Labourers,0,0,3,5,0,0,0,0,0,9,18
67,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
67,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
67,Married in a de facto marriage,Not applicable,40,17,48,21,10,7,0,0,0,160,299
67,Not married,Managers,7,3,13,3,3,3,0,0,0,102,138
67,Not married,Professionals,12,6,11,8,3,0,0,0,0,51,87
67,Not married,Technicians and Trades Workers,4,0,4,3,0,0,0,0,0,38,47
67,Not married,Community and Personal Service Workers,10,3,21,11,4,0,0,0,0,25,84
67,Not married,Clerical and Administrative Workers,32,21,68,33,10,0,0,0,0,65,242
67,Not married,Sales Workers,7,10,20,12,3,0,0,0,0,38,92
67,Not married,Machinery Operators And Drivers,3,0,0,0,0,0,0,0,0,61,59
67,Not married,Labourers,8,7,20,9,0,0,0,0,0,60,102
67,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,7,11
67,Not married,Not stated,0,0,0,0,0,0,0,0,0,3,6
67,Not married,Not applicable,339,254,618,399,186,61,29,15,3,1214,3106
68,Married in a registered marriage,Managers,3,5,30,33,12,0,0,0,0,357,448
68,Married in a registered marriage,Professionals,0,4,17,3,12,0,0,0,0,155,193
68,Married in a registered marriage,Technicians and Trades Workers,0,3,4,0,5,0,0,0,0,90,97
68,Married in a registered marriage,Community and Personal Service Workers,4,3,18,9,3,0,0,0,0,37,75
68,Married in a registered marriage,Clerical and Administrative Workers,17,15,78,74,24,4,3,0,0,149,368
68,Married in a registered marriage,Sales Workers,3,8,18,13,3,3,0,0,0,117,164
68,Married in a registered marriage,Machinery Operators And Drivers,0,0,0,3,0,0,0,0,0,149,162
68,Married in a registered marriage,Labourers,8,6,25,16,8,0,0,0,0,120,177
68,Married in a registered marriage,Inadequately described,0,0,4,3,3,0,0,0,0,23,36
68,Married in a registered marriage,Not stated,0,4,3,0,0,0,0,0,0,11,20
68,Married in a registered marriage,Not applicable,267,287,1180,874,347,96,35,18,11,2896,6018
68,Married in a de facto marriage,Managers,0,0,0,3,0,0,0,0,0,22,29
68,Married in a de facto marriage,Professionals,0,0,3,0,0,0,0,0,0,7,9
68,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,4,10
68,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,3,4
68,Married in a de facto marriage,Clerical and Administrative Workers,0,0,10,0,0,0,0,0,0,10,28
68,Married in a de facto marriage,Sales Workers,0,0,0,0,0,0,0,0,0,3,5
68,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,5,5
68,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,8,16
68,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
68,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
68,Married in a de facto marriage,Not applicable,22,11,37,23,12,7,0,3,0,177,295
68,Not married,Managers,9,4,16,12,9,4,3,0,0,69,124
68,Not married,Professionals,3,8,10,3,3,0,0,0,0,35,63
68,Not married,Technicians and Trades Workers,7,3,3,3,0,0,0,0,0,30,47
68,Not married,Community and Personal Service Workers,8,7,11,13,3,0,0,0,0,16,53
68,Not married,Clerical and Administrative Workers,25,21,45,26,9,5,0,0,0,39,161
68,Not married,Sales Workers,9,6,16,4,9,0,0,0,0,33,76
68,Not married,Machinery Operators And Drivers,3,3,5,0,0,0,0,0,0,51,63
68,Not married,Labourers,9,7,13,7,4,3,0,0,0,40,85
68,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,8,11
68,Not married,Not stated,0,0,0,0,0,0,4,0,0,4,10
68,Not married,Not applicable,324,230,577,377,176,70,31,13,5,1169,2984
69,Married in a registered marriage,Managers,3,11,44,26,16,5,8,0,0,292,403
69,Married in a registered marriage,Professionals,0,4,15,9,3,0,0,0,0,107,141
69,Married in a registered marriage,Technicians and Trades Workers,0,3,3,3,0,0,3,0,0,72,85
69,Married in a registered marriage,Community and Personal Service Workers,0,3,16,4,3,3,0,0,0,48,82
69,Married in a registered marriage,Clerical and Administrative Workers,15,21,70,41,23,5,3,0,0,112,288
69,Married in a registered marriage,Sales Workers,3,4,18,7,6,0,0,0,0,83,126
69,Married in a registered marriage,Machinery Operators And Drivers,0,0,4,0,0,0,0,0,0,122,128
69,Married in a registered marriage,Labourers,0,8,11,17,3,0,0,0,0,114,156
69,Married in a registered marriage,Inadequately described,0,0,3,3,0,0,0,0,0,22,31
69,Married in a registered marriage,Not stated,4,3,7,3,0,0,0,0,0,10,23
69,Married in a registered marriage,Not applicable,241,328,1173,805,350,112,51,6,3,2950,6016
69,Married in a de facto marriage,Managers,0,0,0,0,0,0,0,0,0,18,25
69,Married in a de facto marriage,Professionals,4,0,0,0,0,0,0,0,0,8,18
69,Married in a de facto marriage,Technicians and Trades Workers,0,0,0,0,0,0,0,0,0,5,5
69,Married in a de facto marriage,Community and Personal Service Workers,0,0,0,0,0,0,0,0,0,3,3
69,Married in a de facto marriage,Clerical and Administrative Workers,3,0,3,0,3,0,0,0,0,0,15
69,Married in a de facto marriage,Sales Workers,0,0,0,4,0,0,0,0,0,5,9
69,Married in a de facto marriage,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,8,8
69,Married in a de facto marriage,Labourers,0,0,0,0,0,0,0,0,0,10,8
69,Married in a de facto marriage,Inadequately described,0,0,0,0,0,0,0,0,0,0,0
69,Married in a de facto marriage,Not stated,0,0,0,0,0,0,0,0,0,0,0
69,Married in a de facto marriage,Not applicable,29,14,36,22,16,0,0,0,0,143,264
69,Not married,Managers,4,0,11,8,4,3,0,0,0,63,94
69,Not married,Professionals,6,0,11,3,0,0,0,0,0,35,57
69,Not married,Technicians and Trades Workers,0,0,3,3,0,0,0,0,0,14,21
69,Not married,Community and Personal Service Workers,8,0,11,11,0,0,3,0,0,21,53
69,Not married,Clerical and Administrative Workers,24,15,39,20,11,3,0,0,0,32,144
69,Not married,Sales Workers,8,0,12,10,3,3,0,0,0,22,63
69,Not married,Machinery Operators And Drivers,0,0,0,0,0,0,0,0,0,36,42
69,Not married,Labourers,3,3,4,10,0,0,0,0,0,37,64
69,Not married,Inadequately described,0,0,0,0,0,0,0,0,0,4,3
69,Not married,Not stated,0,0,0,0,0,0,0,0,0,6,8
